"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"68257",15058,96,0,933613,933622,3308,"TWA",34050001,53,0,3405,3,"NULL",3308,"N",1,34050001,3405,3,0,0,1994-08-15,"86","84","37","16","2","2","NULL","2",1994,8,15,0,0,1,0,"340500011581994"
"68825",15098,96,0,420911,420913,3134,"TWA",34030009,53,0,3403,3,"NULL",3134,"N",1,34030009,3403,3,0,0,1994-07-25,"86","83","58","10","3","3","NULL","1",1994,7,25,0,0,1,0,"340300092571994"
"69393",15099,96,0,424324,424326,3134,"TWA",34050001,53,0,3405,3,"NULL",3134,"N",1,34050001,3405,3,0,0,1994-07-31,"85","84","35","10","3","3","NULL","1",1994,7,31,0,0,1,0,"baseline"
"69961",15173,96,0,420709,420711,3446,"TWA",34030008,53,0,3403,3,"NULL",3446,"N",1,34030008,3403,3,0,0,1994-06-12,"84","82","50","11","4","4","NULL","2",1994,6,12,0,0,1,0,"baseline"
"70529",15203,96,0,420734,420736,2721,"TWA",34030008,53,0,3403,3,"NULL",2721,"N",1,34030008,3403,3,0,0,1994-07-31,"0","0","51","9","3","3","NULL","1",1994,7,31,0,0,1,0,"baseline"
"71097",15231,96,0,417534,417536,3606,"TWA",33010005,53,0,3301,3,"NULL",3606,"N",1,33010005,3301,3,0,0,1994-06-18,"84","83","48","10","4","7","NULL","3",1994,6,18,0,0,1,0,"baseline"
"71665",15379,96,0,420871,420873,3428,"TWA",34030009,53,0,3403,3,"NULL",3428,"N",1,34030009,3403,3,0,0,1994-06-18,"0","0","38","11","5","4","NULL","1",1994,6,18,0,0,1,0,"baseline"
"72233",15422,96,0,933170,933179,2953,"TWA",34050001,53,0,3405,3,"NULL",2953,"N",1,34050001,3405,3,0,0,1994-08-15,"86","84","46","14","2","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"72801",15429,96,0,424352,424354,3526,"TWA",34050001,53,0,3405,3,"NULL",3526,"N",1,34050001,3405,3,24.6283,-81.105,1995-07-11,"90","84","25","11","3","2","NULL","2",1995,7,11,0,0,1,0,"baseline"
"73369",15530,96,1,519871,519877,316,"TWA",34030007,64,0,3403,3,"NULL",316,"N",1,34030007,3403,3,0,0,1994-07-08,"87","86","45","14","5","6","NULL","3",1994,7,8,1,0,2,1,"baseline"
"73937",15552,96,0,4213,4213,439,"TWA",34080004,53,0,3408,3,"NULL",439,"N",1,34080004,3408,3,24.4478,-81.8742,1994-07-19,"86","86","60","16","2","3","NULL","1",1994,7,19,0,0,1,0,"340800041971994"
"74505",15555,96,0,890,890,439,"TWA",34080001,53,0,3408,3,"NULL",439,"N",1,34080001,3408,3,24.473,-81.7143,1994-07-18,"86","86","60","14","4","3","NULL","1",1994,7,18,0,0,1,0,"340800011871994"
"75073",15556,96,0,3496,3496,439,"TWA",34080003,53,0,3408,3,"NULL",439,"N",1,34080003,3408,3,24.449,-81.8563,1994-07-19,"86","84","60","14","2","3","NULL","1",1994,7,19,0,0,1,0,"340800031971994"
"75641",15796,96,1,418006,418008,730,"TWA",32010006,64,0,3201,3,"NULL",730,"N",1,32010006,3201,3,26.964,-80.0082,1995-02-18,"73","73","51","9","3","8","NULL","3",1995,2,18,1,0,2,1,"baseline"
"76209",15804,96,0,278056,278057,14,"TWA",34030014,53,0,3403,3,"NULL",14,"N",1,34030014,3403,3,0,0,1997-05-11,"79","79","57","12","4","3","NULL","1",1997,5,11,0,0,1,0,"baseline"
"76777",15895,96,0,331230,331231,52,"TWA",34030011,53,0,3403,3,"NULL",52,"E",1,34030011,3403,3,0,0,1994-10-04,"80","80","70","15","3","3","NULL","1",1994,10,4,0,1,1,0,"baseline"
"77345",15897,96,0,330642,330643,52,"TWA",34030008,53,0,3403,3,"NULL",52,"E",1,34030008,3403,3,0,0,1994-10-04,"82","82","65","14","3","4","NULL","1",1994,10,4,0,1,1,0,"340300084101994"
"77913",15898,96,0,331306,331307,52,"TWA",34030011,53,0,3403,3,"NULL",52,"E",1,34030011,3403,3,0,0,1994-10-11,"82","82","60","14","3","4","NULL","1",1994,10,11,0,1,1,0,"3403001111101994"
"78481",15899,96,0,330714,330715,52,"TWA",34030008,53,0,3403,3,"NULL",52,"E",1,34030008,3403,3,0,0,1994-10-11,"82","82","55","15","3","4","NULL","2",1994,10,11,0,1,1,0,"3403000811101994"
"79049",15901,96,0,331728,331729,52,"TWA",34030018,53,0,3403,3,"NULL",52,"E",1,34030018,3403,3,0,0,1994-11-02,"80","80","65","16","2","2","NULL","1",1994,11,2,0,1,1,0,"340300182111994"
"79617",15906,96,0,329809,329810,52,"TWA",34030001,53,0,3403,3,"NULL",52,"E",1,34030001,3403,3,0,0,1994-11-01,"81","81","65","19","4","3","NULL","1",1994,11,1,0,1,1,0,"baseline"
"80185",15922,96,0,420780,420782,2499,"TWA",34030008,53,0,3403,3,"NULL",2499,"N",1,34030008,3403,3,0,0,1994-10-04,"87","80","55","15","3","5","NULL","1",1994,10,4,0,0,1,0,"340300084101994"
"80753",16145,96,0,329731,329732,52,"TWA",34030001,53,0,3403,3,"NULL",52,"E",1,34030001,3403,3,0,0,1994-08-23,"86","86","50","11","3","2","NULL","1",1994,8,23,0,1,1,0,"baseline"
"81321",16146,96,0,330500,330501,52,"TWA",34030008,53,0,3403,3,"NULL",52,"E",1,34030008,3403,3,0,0,1994-08-24,"85","85","30","14","3","3","NULL","2",1994,8,24,0,1,1,0,"baseline"
"81889",16219,96,0,331166,331167,52,"TWA",34030009,53,0,3403,3,"NULL",52,"E",1,34030009,3403,3,0,0,1994-09-14,"82","82","55","11","2","2","NULL","3",1994,9,14,0,1,1,0,"baseline"
"82457",16221,96,0,330563,330564,52,"TWA",34030008,53,0,3403,3,"NULL",52,"E",1,34030008,3403,3,0,0,1994-09-20,"82","82","55","13","2","3","NULL","2",1994,9,20,0,1,1,0,"baseline"
"83025",16310,96,0,418446,418448,944,"TWA",33010033,53,0,3301,3,"NULL",944,"N",1,33010033,3301,3,0,0,1995-05-14,"77","77","34","9","3","8","NULL","2",1995,5,14,0,0,1,0,"baseline"
"83593",16430,96,0,277981,277982,3611,"TWA",34030011,53,0,3403,3,"NULL",3611,"E",1,34030011,3403,3,0,0,1994-09-27,"0","0","69","14","3","4","NULL","1",1994,9,27,0,1,1,0,"baseline"
"84161",16431,96,0,277828,277829,3611,"TWA",34030008,53,0,3403,3,"NULL",3611,"E",1,34030008,3403,3,0,0,1994-09-27,"0","0","65","16","3","4","NULL","1",1994,9,27,0,1,1,0,"340300082791994"
"84729",16676,96,0,939560,939569,3,"TWA",34050005,53,0,3405,3,"NULL",3,"E",1,34050005,3405,3,0,0,1994-08-18,"84","84","74","17","4","3","NULL","1",1994,8,18,0,1,1,0,"340500051881994"
"85297",16677,96,0,940384,940393,4089,"TWA",34050005,53,0,3405,3,"NULL",4089,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","75","17","4","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"85865",16681,96,0,935690,935699,4092,"TWA",34050001,53,0,3405,3,"NULL",4092,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","90","16","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"86433",16683,96,0,934236,934245,1530,"TWA",34050001,53,0,3405,3,"NULL",1530,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","70","14","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"87001",16684,96,0,935236,935245,1530,"TWA",34050001,53,0,3405,3,"NULL",1530,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","90","16","2","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"87569",16685,96,0,940015,940024,1530,"TWA",34050005,53,0,3405,3,"NULL",1530,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","72","17","4","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"88137",16689,96,0,940529,940538,4092,"TWA",34050005,53,0,3405,3,"NULL",4092,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","72","17","4","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"88705",16690,96,0,940279,940288,3308,"TWA",34050005,53,0,3405,3,"NULL",3308,"N",1,34050005,3405,3,0,0,1994-08-18,"86","84","60","17","4","3","NULL","2",1994,8,18,0,0,1,0,"340500051881994"
"89273",16691,96,0,940321,940330,3968,"TWA",34050005,53,0,3405,3,"NULL",3968,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","75","17","3","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"89841",16694,96,0,939697,939706,269,"TWA",34050005,53,0,3405,3,"NULL",269,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","75","17","3","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"90409",16695,96,0,940442,940451,4090,"TWA",34050005,53,0,3405,3,"NULL",4090,"N",1,34050005,3405,3,0,0,1994-08-18,"85","85","75","17","3","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"90977",16700,96,0,939893,939902,522,"TWA",34050005,53,0,3405,3,"NULL",522,"N",1,34050005,3405,3,0,0,1994-08-18,"84","84","75","17","2","3","NULL","1",1994,8,18,0,0,1,0,"340500051881994"
"91545",16702,96,0,934571,934580,4089,"TWA",34050001,53,0,3405,3,"NULL",4089,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","65","14","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"92113",16703,96,0,935572,935581,4089,"TWA",34050001,53,0,3405,3,"NULL",4089,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","68","16","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"92681",16704,96,0,935087,935096,322,"TWA",34050001,53,0,3405,3,"NULL",322,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","70","16","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"93249",16710,96,0,934142,934151,522,"TWA",34050001,53,0,3405,3,"NULL",522,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","64","14","2","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"93817",16711,96,0,934045,934054,321,"TWA",34050001,53,0,3405,3,"NULL",321,"N",1,34050001,3405,3,0,0,1994-08-19,"82","82","64","14","2","2","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"94385",16712,96,0,935017,935026,321,"TWA",34050001,53,0,3405,3,"NULL",321,"N",1,34050001,3405,3,0,0,1994-08-19,"82","82","76","16","2","2","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"94953",16713,96,0,934099,934108,322,"TWA",34050001,53,0,3405,3,"NULL",322,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","64","14","1","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"95521",16714,96,0,935140,935149,522,"TWA",34050001,53,0,3405,3,"NULL",522,"N",1,34050001,3405,3,0,0,1994-08-19,"84","82","70","16","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"96089",16724,96,0,934691,934700,4092,"TWA",34050001,53,0,3405,3,"NULL",4092,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","70","14","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"96657",16725,96,0,934617,934626,4090,"TWA",34050001,53,0,3405,3,"NULL",4090,"N",1,34050001,3405,3,0,0,1994-08-19,"85","85","75","14","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"97225",16726,96,0,934514,934523,3968,"TWA",34050001,53,0,3405,3,"NULL",3968,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","65","14","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"97793",16727,96,0,935509,935518,3968,"TWA",34050001,53,0,3405,3,"NULL",3968,"N",1,34050001,3405,3,0,0,1994-08-19,"84","83","75","16","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"98361",16730,96,0,934404,934413,3146,"TWA",34050001,53,0,3405,3,"NULL",3146,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","60","14","2","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"98929",16731,96,0,935404,935413,3146,"TWA",34050001,53,0,3405,3,"NULL",3146,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","75","16","2","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"99497",16738,96,0,934454,934463,3308,"TWA",34050001,53,0,3405,3,"NULL",3308,"N",1,34050001,3405,3,0,0,1994-08-19,"86","84","66","14","3","3","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"100065",16741,96,0,935613,935622,4090,"TWA",34050001,53,0,3405,3,"NULL",4090,"N",1,34050001,3405,3,0,0,1994-08-19,"85","85","70","16","3","3","NULL","1",1994,8,19,0,0,1,0,"340500011981994"
"100633",16745,96,0,933862,933871,3,"TWA",34050001,53,0,3405,3,"NULL",3,"E",1,34050001,3405,3,0,0,1994-08-19,"84","84","72","14","3","3","NULL","1",1994,8,19,0,1,1,0,"340500011981994"
"101201",16746,96,0,934824,934833,3,"TWA",34050001,53,0,3405,3,"NULL",3,"E",1,34050001,3405,3,0,0,1994-08-19,"84","84","75","16","3","3","NULL","1",1994,8,19,0,1,1,0,"340500011981994"
"101769",17247,96,0,421062,421064,4171,"TWA",34030011,53,0,3403,3,"NULL",4171,"N",1,34030011,3403,3,0,0,1994-08-29,"0","0","47","14","4","4","NULL","1",1994,8,29,0,0,1,0,"340300112981994"
"102337",17685,96,0,1047945,1047955,4027,"TWA",34040002,53,0,3404,3,"NULL",4027,"N",1,34040002,3404,3,24.855,-80.6217,1994-08-01,"85","85","68","14","3","3","NULL","2",1994,8,1,0,0,1,0,"34040002181994"
"102905",17697,96,0,1049862,1049872,4040,"TWA",34040002,53,0,3404,3,"NULL",4040,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","83","14","3","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"103473",17711,96,0,331664,331665,52,"TWA",34030018,53,0,3403,3,"NULL",52,"E",1,34030018,3403,3,0,0,1994-07-30,"85","85","65","16","2","2","NULL","1",1994,7,30,0,1,1,0,"340300183071994"
"104041",17750,96,0,1052241,1052251,52,"TWA",34040004,53,0,3404,3,"NULL",52,"E",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","45","9","3","5","NULL","1",1994,8,5,0,1,1,0,"34040004581994"
"104609",17767,96,0,1052384,1052394,3574,"TWA",34040004,53,0,3404,3,"NULL",3574,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"83","83","45","9","5","6","NULL","2",1994,8,5,0,0,1,0,"34040004581994"
"105177",17768,96,0,1052309,1052319,3483,"TWA",34040004,53,0,3404,3,"NULL",3483,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"83","83","47","9","5","6","NULL","2",1994,8,5,0,0,1,0,"34040004581994"
"105745",17789,96,0,1049409,1049419,4030,"TWA",34040002,53,0,3404,3,"NULL",4030,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","74","14","3","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"106313",17791,96,0,422782,422784,4030,"TWA",34030023,53,0,3403,3,"NULL",4030,"N",1,34030023,3403,3,0,0,1994-12-31,"74","72","51","11","3","2","NULL","2",1994,12,31,0,0,1,0,"baseline"
"106881",17792,96,0,1052577,1052587,4030,"TWA",34040004,53,0,3404,3,"NULL",4030,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","52","9","4","8","NULL","2",1994,8,5,0,0,1,0,"34040004581994"
"107449",17795,96,0,1049159,1049169,3574,"TWA",34040002,53,0,3404,3,"NULL",3574,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","82","14","3","3","NULL","2",1994,8,4,0,0,1,0,"34040002481994"
"108017",17796,96,0,1049646,1049656,4035,"TWA",34040002,53,0,3404,3,"NULL",4035,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"86","85","87","14","3","3","NULL","2",1994,8,4,0,0,1,0,"34040002481994"
"108585",17798,96,0,1049047,1049057,3483,"TWA",34040002,53,0,3404,3,"NULL",3483,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","85","14","3","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"109153",17799,96,0,1049757,1049767,4037,"TWA",34040002,53,0,3404,3,"NULL",4037,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","90","14","3","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"109721",17800,96,0,1049110,1049120,3495,"TWA",34040002,53,0,3404,3,"NULL",3495,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"86","85","90","14","3","2","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"110289",17802,96,0,1052174,1052184,3,"TWA",34040004,53,0,3404,3,"NULL",3,"E",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","55","9","4","6","NULL","1",1994,8,5,0,1,1,0,"34040004581994"
"110857",17803,96,0,1049509,1049519,4032,"TWA",34040002,53,0,3404,3,"NULL",4032,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","75","14","2","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"111425",17812,96,0,1049701,1049711,4036,"TWA",34040002,53,0,3404,3,"NULL",4036,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","75","14","3","3","NULL","2",1994,8,4,0,0,1,0,"34040002481994"
"111993",17815,96,0,1049218,1049228,3611,"TWA",34040002,53,0,3404,3,"NULL",3611,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","95","14","2","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"112561",17816,96,0,1049291,1049301,4027,"TWA",34040002,53,0,3404,3,"NULL",4027,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"89","80","71","14","3","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"113129",17927,96,0,1052703,1052713,4033,"TWA",34040004,53,0,3404,3,"NULL",4033,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","52","9","4","8","NULL","2",1994,8,5,0,0,1,0,"34040004581994"
"113697",17929,96,0,1052683,1052693,4032,"TWA",34040004,53,0,3404,3,"NULL",4032,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","53","9","3","5","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"114265",17931,96,0,1049469,1049479,4031,"TWA",34040002,53,0,3404,3,"NULL",4031,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","76","14","2","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"114833",17934,96,0,1052657,1052667,4031,"TWA",34040004,53,0,3404,3,"NULL",4031,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","55","9","4","5","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"115401",17936,96,0,932930,932939,9,"TWA",34050001,53,0,3405,3,"NULL",9,"E",1,34050001,3405,3,0,0,1994-08-15,"86","84","49","14","2","2","NULL","2",1994,8,15,0,1,1,0,"340500011581994"
"115969",17937,96,0,933426,933435,9,"TWA",34050001,53,0,3405,3,"NULL",9,"E",1,34050001,3405,3,0,0,1994-08-15,"86","84","37","16","2","2","NULL","2",1994,8,15,0,1,1,0,"340500011581994"
"116537",17939,96,0,934891,934900,9,"TWA",34050001,53,0,3405,3,"NULL",9,"E",1,34050001,3405,3,0,0,1994-08-19,"86","84","68","16","3","3","NULL","2",1994,8,19,0,1,1,0,"340500011981994"
"117105",17942,96,0,1049536,1049546,4033,"TWA",34040002,51,0,3404,3,"NULL",4033,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","71","14","3","3","NULL","2",1994,8,4,0,0,1,0,"34040002481994"
"117673",17944,96,0,1052485,1052495,4027,"TWA",34040004,53,0,3404,3,"NULL",4027,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"82","78","48","9","4","6","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"118241",17945,96,0,1049361,1049371,4029,"TWA",34040002,53,0,3404,3,"NULL",4029,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","86","83","14","4","3","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"118809",17948,96,0,1052534,1052544,4029,"TWA",34040004,53,0,3404,3,"NULL",4029,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","86","59","9","4","6","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"119377",17952,96,0,1049804,1049814,4038,"TWA",34040002,53,0,3404,3,"NULL",4038,"N",1,34040002,3404,3,24.85,-80.6258,1994-08-04,"85","85","90","14","3","2","NULL","1",1994,8,4,0,0,1,0,"34040002481994"
"119945",17955,96,0,1052942,1052952,4038,"TWA",34040004,53,0,3404,3,"NULL",4038,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","40","9","3","5","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"120513",17956,96,0,1052822,1052832,4035,"TWA",34040004,53,0,3404,3,"NULL",4035,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","45","9","4","6","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"121081",17957,96,0,1052902,1052912,4037,"TWA",34040004,53,0,3404,3,"NULL",4037,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","45","9","4","6","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"121649",17962,96,0,1052861,1052871,4036,"TWA",34040004,53,0,3404,3,"NULL",4036,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","70","9","3","5","NULL","2",1994,8,5,0,0,1,0,"34040004581994"
"122217",17964,96,0,1052431,1052441,3611,"TWA",34040004,53,0,3404,3,"NULL",3611,"N",1,34040004,3404,3,24.85,-80.6258,1994-08-05,"85","85","47","9","3","4","NULL","1",1994,8,5,0,0,1,0,"34040004581994"
"122785",17966,96,0,932997,933006,321,"TWA",34050001,53,0,3405,3,"NULL",321,"N",1,34050001,3405,3,0,0,1994-08-15,"86","84","46","14","1","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"123353",17967,96,0,933029,933038,322,"TWA",34050001,53,0,3405,3,"NULL",322,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","40","14","1","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"123921",17968,96,0,933061,933070,522,"TWA",34050001,10,0,3405,3,"NULL",522,"N",1,34050001,3405,3,0,0,1994-08-15,"86","84","50","14","2","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"124489",17969,96,0,934775,934784,4094,"TWA",34050001,53,0,3405,3,"NULL",4094,"N",1,34050001,3405,3,0,0,1994-08-19,"83","84","55","14","2","2","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"125057",17971,96,0,933190,933199,3145,"TWA",34050001,53,0,3405,3,"NULL",3145,"N",1,34050001,3405,3,0,0,1994-08-15,"84","83","50","14","1","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"125625",17972,96,0,933215,933224,3146,"TWA",34050001,53,0,3405,3,"NULL",3146,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","50","14","1","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"126193",17973,96,0,933142,933151,1530,"TWA",34050001,53,0,3405,3,"NULL",1530,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","50","14","2","3","NULL","3",1994,8,15,0,0,1,0,"340500011581994"
"126761",17974,96,0,932978,932987,269,"TWA",34050001,17,0,3405,3,"NULL",269,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","50","14","2","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"127329",17976,96,0,933266,933275,3968,"TWA",34050001,53,0,3405,3,"NULL",3968,"N",1,34050001,3405,3,0,0,1994-08-15,"85","83","45","14","2","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"127897",17977,96,0,933287,933296,4089,"TWA",34050001,53,0,3405,3,"NULL",4089,"N",1,34050001,3405,3,0,0,1994-08-15,"84","83","50","14","2","3","NULL","2",1994,8,15,0,0,1,0,"340500011581994"
"128465",17978,96,0,933308,933317,4090,"TWA",34050001,17,0,3405,3,"NULL",4090,"N",1,34050001,3405,3,0,0,1994-08-15,"86","84","50","14","2","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"129033",17979,96,0,933326,933335,4091,"TWA",34050001,53,0,3405,3,"NULL",4091,"N",1,34050001,3405,3,0,0,1994-08-15,"85","83","50","14","2","3","NULL","2",1994,8,15,0,0,1,0,"340500011581994"
"129601",17980,96,0,933346,933355,4092,"TWA",34050001,53,0,3405,3,"NULL",4092,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","40","14","2","3","NULL","2",1994,8,15,0,0,1,0,"340500011581994"
"130169",17981,96,0,933122,933131,1205,"TWA",34050001,53,0,3405,3,"NULL",1205,"N",1,34050001,3405,3,0,0,1994-08-15,"85","83","40","14","1","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"130737",17983,96,0,933361,933370,4093,"TWA",34050001,66,0,3405,3,"NULL",4093,"N",1,34050001,3405,3,0,0,1994-08-15,"85","83","40","14","1","3","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"131305",17984,96,0,935757,935766,4094,"TWA",34050001,53,0,3405,3,"NULL",4094,"N",1,34050001,3405,3,0,0,1994-08-19,"84","84","62","16","2","2","NULL","2",1994,8,19,0,0,1,0,"340500011981994"
"131873",17985,96,0,932884,932893,3,"TWA",34050001,10,0,3405,3,"NULL",3,"E",1,34050001,3405,3,0,0,1994-08-15,"85","85","43","14","2","3","NULL","1",1994,8,15,0,1,1,0,"340500011581994"
"132441",17986,96,0,933575,933584,2953,"TWA",34050001,66,0,3405,3,"NULL",2953,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","24","16","2","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"133009",17987,96,0,933374,933383,4094,"TWA",34050001,53,0,3405,3,"NULL",4094,"N",1,34050001,3405,3,0,0,1994-08-15,"85","85","44","14","2","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"133577",17989,96,0,933606,933615,3146,"TWA",34050001,54,0,3405,3,"NULL",3146,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","50","16","1","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
"134145",17991,96,0,933683,933692,4094,"TWA",34050001,66,0,3405,3,"NULL",4094,"N",1,34050001,3405,3,0,0,1994-08-15,"84","84","22","16","2","2","NULL","1",1994,8,15,0,0,1,0,"340500011581994"
